PA14_RS03675	1260
PA14_RS03680	8136
PA14_RS03685	494
PA14_RS03690	1521
PA14_RS03695	959
PA14_RS03700	1907
PA14_RS03705	3115
PA14_RS03710	3170
PA14_RS03715	1559
PA14_RS03720	299
PA14_RS03725	282
PA14_RS03730	268
PA14_RS03735	980
PA14_RS03740	33
PA14_RS03745	3
PA14_RS03750	1
PA14_RS03755	44
PA14_RS03760	23
PA14_RS03765	111
PA14_RS03770	64
PA14_RS03775	57
PA14_RS03780	25
PA14_RS03785	26
PA14_RS03790	87
PA14_RS03795	0
PA14_RS03800	35
PA14_RS03805	26
PA14_RS03810	103
PA14_RS03815	15
PA14_RS03820	0
PA14_RS03825	0
PA14_RS03830	1
PA14_RS03835	24
PA14_RS03840	44
PA14_RS03845	61
PA14_RS03850	83
PA14_RS03855	11
PA14_RS03860	38
PA14_RS03865	18
PA14_RS03870	26
PA14_RS03875	47
PA14_RS03880	11
PA14_RS03885	8
PA14_RS03890	97
PA14_RS03895	28
PA14_RS03900	187
PA14_RS03905	912
PA14_RS03910	72
PA14_RS03915	22
PA14_RS03920	100
PA14_RS03925	1
PA14_RS03930	0
PA14_RS03935	1
PA14_RS03940	23
PA14_RS03945	49
PA14_RS03950	51
PA14_RS03955	15
PA14_RS03960	42
PA14_RS03965	12
PA14_RS03970	73
PA14_RS03975	25
PA14_RS03980	30
PA14_RS03985	12
PA14_RS03990	88
PA14_RS03995	33
PA14_RS04000	51
PA14_RS04005	2
PA14_RS04010	4
PA14_RS04015	0
PA14_RS04020	9
PA14_RS04025	10
PA14_RS04030	18
PA14_RS04035	2
PA14_RS04040	4
PA14_RS04045	37
PA14_RS04050	11
PA14_RS04055	87
PA14_RS04060	0
PA14_RS04065	4
PA14_RS04070	3
PA14_RS04075	16
PA14_RS04080	17
PA14_RS04085	36
PA14_RS04090	20
PA14_RS04095	1
PA14_RS04100	1
PA14_RS04105	9
PA14_RS04110	1
PA14_RS04115	50
PA14_RS04120	13
PA14_RS04125	4
PA14_RS04130	45
PA14_RS04135	2
PA14_RS04140	0
PA14_RS04145	1
PA14_RS04150	5
PA14_RS04155	0
PA14_RS04160	1
PA14_RS04165	82
PA14_RS04170	4
PA14_RS04175	30
PA14_RS04180	2
PA14_RS04185	19
PA14_RS04190	5
PA14_RS04195	400
PA14_RS04200	29
PA14_RS04205	34
PA14_RS04210	110
PA14_RS04215	14
PA14_RS04220	18
PA14_RS04225	52
PA14_RS04230	112
PA14_RS04235	499
PA14_RS04240	1008
PA14_RS04245	1475
PA14_RS04250	584
PA14_RS04255	108
PA14_RS04260	0
PA14_RS04265	0
PA14_RS04270	3
PA14_RS04275	1
PA14_RS04280	5
PA14_RS04285	18
PA14_RS04290	0
PA14_RS04295	0
PA14_RS04300	22
PA14_RS04305	34
PA14_RS04310	166
PA14_RS04315	452
PA14_RS04320	200
PA14_RS04325	371
PA14_RS04330	241
PA14_RS04335	153
PA14_RS04340	126
PA14_RS04345	19
PA14_RS04350	8
PA14_RS04355	58
PA14_RS04360	30
PA14_RS04365	38
PA14_RS04370	38
PA14_RS04375	0
PA14_RS04380	1
PA14_RS04385	2
PA14_RS04390	0
PA14_RS04395	29
PA14_RS04400	5
PA14_RS04405	20
PA14_RS04410	9
PA14_RS04415	1
PA14_RS04420	1
PA14_RS04425	34
PA14_RS04430	2
PA14_RS04435	14
PA14_RS04440	30
PA14_RS04445	3
PA14_RS04450	0
PA14_RS04455	2
PA14_RS04460	7
PA14_RS04465	3
PA14_RS04470	7
PA14_RS04475	0
PA14_RS04480	20
PA14_RS04485	14
PA14_RS04490	17
PA14_RS04495	47
PA14_RS04500	20
PA14_RS04505	6
PA14_RS04510	3
PA14_RS04515	75
PA14_RS04520	10
PA14_RS04525	2
PA14_RS04530	7
PA14_RS04535	3
PA14_RS04540	23
PA14_RS04545	405
PA14_RS04550	143
PA14_RS04555	130
PA14_RS04560	2244
PA14_RS04565	33
PA14_RS04570	55
PA14_RS04575	34
PA14_RS04580	63
PA14_RS04585	25
PA14_RS04590	303
PA14_RS04595	26
PA14_RS04600	79
PA14_RS04605	90
PA14_RS04610	171
PA14_RS04615	357
PA14_RS04620	247
PA14_RS04625	298
PA14_RS04630	63
PA14_RS04635	209
PA14_RS04640	47
PA14_RS04645	150
PA14_RS04650	56
PA14_RS04655	185
PA14_RS04660	41
PA14_RS04665	108
PA14_RS04670	799
PA14_RS04675	137
PA14_RS04680	38
PA14_RS04685	2
PA14_RS04690	7
PA14_RS04695	15
PA14_RS04700	1
PA14_RS04705	4
PA14_RS04710	50
PA14_RS04715	74
PA14_RS04720	67
PA14_RS04725	28
PA14_RS04730	75
PA14_RS04735	726
PA14_RS04740	156
PA14_RS04745	125
PA14_RS04750	13
PA14_RS04755	42
PA14_RS04760	65
PA14_RS04765	6
PA14_RS04770	6
PA14_RS04775	8
PA14_RS04780	46
PA14_RS04785	90
PA14_RS04790	206
PA14_RS04795	68
PA14_RS04800	16
PA14_RS04805	52
PA14_RS04810	125
PA14_RS04815	121
PA14_RS04820	38
PA14_RS04825	84
PA14_RS04830	69
PA14_RS04835	107
PA14_RS04840	223
PA14_RS04845	27
PA14_RS04850	31
PA14_RS04855	198
PA14_RS04860	155
PA14_RS04865	98
PA14_RS04870	105
PA14_RS04875	352
PA14_RS04880	193
PA14_RS04885	285
PA14_RS04890	283
PA14_RS04895	514
PA14_RS04900	45
PA14_RS04905	211
PA14_RS04910	651
PA14_RS04915	23
PA14_RS04920	6
PA14_RS04925	373
PA14_RS31355	0
PA14_RS04940	356
PA14_RS04945	193
PA14_RS04950	345
PA14_RS04955	1491
PA14_RS04960	38
PA14_RS04965	98
PA14_RS04970	404
PA14_RS04975	1062
PA14_RS04980	181
PA14_RS04985	595
PA14_RS04990	573
PA14_RS04995	229
PA14_RS05000	405
PA14_RS05005	314
PA14_RS05010	76
PA14_RS05015	156
PA14_RS05020	665
PA14_RS05025	35
PA14_RS05030	9
PA14_RS05035	16
PA14_RS05040	118
PA14_RS05045	39
PA14_RS05050	74
PA14_RS05055	61
PA14_RS05060	229
PA14_RS05065	552
PA14_RS05070	61
PA14_RS05075	7
PA14_RS05080	51
PA14_RS05085	191
PA14_RS05090	167
PA14_RS05095	11
PA14_RS05100	149
PA14_RS05105	99
PA14_RS05110	47
PA14_RS05115	30
PA14_RS05120	49
PA14_RS05125	15
PA14_RS05130	4
PA14_RS05135	83
PA14_RS05140	55
PA14_RS05145	186
PA14_RS05150	175
PA14_RS05155	187
PA14_RS05160	49
PA14_RS05165	56
PA14_RS05170	113
PA14_RS05175	37
PA14_RS05180	86
PA14_RS05185	68
PA14_RS05190	47
PA14_RS05195	788
PA14_RS05200	14
PA14_RS05205	37
PA14_RS05210	8
PA14_RS05215	10
PA14_RS05220	8
PA14_RS05225	255
PA14_RS05230	57
PA14_RS05235	7
PA14_RS05240	18
PA14_RS05245	233
PA14_RS05250	146
PA14_RS05255	121
PA14_RS05260	32
PA14_RS05265	18
PA14_RS05270	41
PA14_RS05275	77
PA14_RS05280	81
PA14_RS05285	59
PA14_RS05290	126
PA14_RS05295	66
PA14_RS05300	112
PA14_RS05305	22
PA14_RS05310	0
PA14_RS05315	7
PA14_RS05320	36
PA14_RS05325	0
PA14_RS05330	36
PA14_RS05335	15
PA14_RS05340	16
PA14_RS05345	49
PA14_RS05350	28
PA14_RS05355	48
PA14_RS05360	70
PA14_RS05365	7
PA14_RS05370	351
PA14_RS30125	129
PA14_RS05380	61
PA14_RS05385	48
PA14_RS05390	398
PA14_RS05395	510
PA14_RS05400	51
PA14_RS05405	28
PA14_RS05410	6
PA14_RS05415	10
PA14_RS05420	41
PA14_RS05425	15
PA14_RS05430	15
PA14_RS05435	42
PA14_RS05440	41
PA14_RS05445	30
PA14_RS05450	0
PA14_RS05455	12
PA14_RS05460	25
PA14_RS05465	13
PA14_RS05470	13
PA14_RS05475	22
PA14_RS05480	54
PA14_RS05485	6
PA14_RS05490	31
PA14_RS05495	62
PA14_RS05500	14
PA14_RS05505	45
PA14_RS05510	21
PA14_RS05515	57
PA14_RS05520	48
PA14_RS05525	40
PA14_RS05530	119
PA14_RS05535	10
PA14_RS05540	4
PA14_RS05545	30
PA14_RS05550	13
PA14_RS05555	3
PA14_RS05560	15
PA14_RS05565	10
PA14_RS05570	8
PA14_RS05580	15
PA14_RS05585	28
PA14_RS05590	38
PA14_RS31360	6348
PA14_RS31740	2968
PA14_RS30135	1850
PA14_RS05600	536
PA14_RS05605	60
PA14_RS05610	39
PA14_RS05615	32
PA14_RS05620	885
PA14_RS05625	62
PA14_RS05630	74
PA14_RS05635	81
PA14_RS05640	114
PA14_RS05645	43
PA14_RS05650	60
PA14_RS05655	12
PA14_RS05660	116
PA14_RS05665	45
PA14_RS05670	29
PA14_RS05675	205
PA14_RS05680	176
PA14_RS05685	26
PA14_RS05690	23
PA14_RS05695	65
PA14_RS05700	25
PA14_RS05705	22
PA14_RS05710	12
PA14_RS05715	293
PA14_RS05720	4
PA14_RS05730	20
PA14_RS05735	55
PA14_RS05740	150
PA14_RS05745	70
PA14_RS05750	54
PA14_RS05755	230
PA14_RS05760	37
PA14_RS31195	12
PA14_RS31200	4
PA14_RS05765	19
PA14_RS05770	963
PA14_RS05775	62
PA14_RS05780	62
PA14_RS05785	483
PA14_RS05790	26
PA14_RS05795	13
PA14_RS05800	382
PA14_RS05805	416
PA14_RS05810	91
PA14_RS05815	73
PA14_RS30145	2441
PA14_RS30150	16411
PA14_RS05820	440
PA14_RS05825	2536
PA14_RS05830	744
PA14_RS05835	1220
PA14_RS05840	1235
PA14_RS05845	987
PA14_RS05850	461
PA14_RS05855	921
PA14_RS05860	353
PA14_RS05865	336
PA14_RS05870	342
PA14_RS05875	455
PA14_RS05880	116
PA14_RS05885	69
PA14_RS05890	127
PA14_RS05895	346
PA14_RS05900	47
PA14_RS05905	93
PA14_RS05910	1128
PA14_RS05915	1257
PA14_RS05920	597
PA14_RS05925	305
PA14_RS05930	430
PA14_RS05935	460
PA14_RS05940	218
PA14_RS05945	602
PA14_RS05950	554
PA14_RS05955	181
PA14_RS05960	52
PA14_RS05965	43
PA14_RS05970	80
PA14_RS05975	26
PA14_RS05980	48
PA14_RS05985	350
PA14_RS05990	142
PA14_RS05995	272
PA14_RS06000	143
PA14_RS06005	30
PA14_RS06010	50
PA14_RS06015	222
PA14_RS06020	46
PA14_RS06025	70
PA14_RS06030	10
PA14_RS06035	77
PA14_RS06040	47
PA14_RS06045	33
PA14_RS06050	16
PA14_RS06055	173
PA14_RS06060	52
PA14_RS06065	145
PA14_RS06070	8
PA14_RS06075	6
PA14_RS06080	2
PA14_RS06085	2
PA14_RS06090	0
PA14_RS06095	21
PA14_RS06100	1000
PA14_RS06105	611
PA14_RS06110	395
PA14_RS06115	30
PA14_RS06120	147
PA14_RS06125	19
PA14_RS06130	25
PA14_RS06135	67
PA14_RS06140	9
PA14_RS06145	1
PA14_RS06150	41
PA14_RS06155	6
PA14_RS06160	0
PA14_RS06165	7
PA14_RS06170	45
PA14_RS06175	4
PA14_RS06180	20
PA14_RS06185	379
PA14_RS06190	50
PA14_RS06195	28
PA14_RS06200	88
PA14_RS06205	2
PA14_RS06210	44
PA14_RS06215	37
PA14_RS06220	118
PA14_RS06225	103
PA14_RS06230	795
PA14_RS06235	328
PA14_RS06240	638
PA14_RS06245	291
PA14_RS06250	19
PA14_RS06255	544
PA14_RS06260	11
PA14_RS31205	35
PA14_RS06270	27
PA14_RS06275	19
PA14_RS06280	43
PA14_RS06285	19
PA14_RS30155	7
PA14_RS06290	135
