	GSM7985465_water_r1	GSM7985466_water_r2	GSM7985467_water_r3	GSM7985294_cip_0p78uM_r1	GSM7985295_cip_0p78uM_r2	GSM7985296_cip_0p78uM_r3	GSM7985297_cip_1p56uM_r1	GSM7985298_cip_1p56uM_r2	GSM7985299_cip_1p56uM_r3
PA14_RS07055	197.043532694177	144.322247345629	169.105546622848	152.801799411121	145.687052998005	168.671540502363	126.298513884867	180.150242413338	163.819956443241
PA14_RS07060	338.708817637703	214.023332711416	351.876187922289	285.75920928833	285.949588065234	335.323062555595	305.274297380005	398.389393222639	448.151145212544
PA14_RS07065	64.3933113379664	55.7608682926294	51.2441050372266	53.5798517415618	64.3192840363534	77.7707102915085	60.9279262962173	67.9423771387446	69.6705561885047
PA14_RS07070	180.301271746306	147.602298421666	110.174825830037	176.615066851815	258.82699841135	217.151983281485	173.263790404868	214.12143098271	175.117884473809
PA14_RS07075	29.6209232154645	27.8804341463147	32.4545998569102	39.6887790678235	25.5727273879477	28.2802582878213	22.8479723610815	27.7946088294864	39.5427481069892
PA14_RS07080	15.4543947211119	18.8602936872129	19.6435735976035	10.9144142436515	20.9231405901391	16.1601475930407	12.0586520794597	18.5297392196576	16.9468920458525
PA14_RS07085	12.8786622675933	15.5802426111759	11.1028894247324	12.8988531970427	19.3732783242028	12.1201106947805	15.2319815740543	3.08828986994294	0
PA14_RS07090	45.0753179365765	46.7407278335276	45.2656261162168	28.7743648241721	41.07135004731	46.4604243299921	26.6559677545951	40.1477683092582	28.2448200764208
PA14_RS07095	77.2719736055597	81.1812641319163	105.050415326314	94.2608502860809	103.840771817727	105.040959354765	123.759850289191	132.796464407546	156.288004422862
PA14_RS07100	74.696241152041	54.9408555236201	78.5742943904141	74.4164607521691	49.5955925099592	63.6305811475979	53.946601408109	49.412637919087	99.7983642700202
PA14_RS07105	236.967385723716	273.064252080082	271.593756697301	182.568383711988	235.579064422306	188.871724993663	179.610449394057	170.885372803509	216.543620585893
PA14_RS07110	159.695412118157	268.144175466027	189.603188637738	185.545042142075	199.932232305773	228.2620847517	176.437119899463	190.444541979814	107.330316290399
PA14_RS07115	130.074488902692	105.781647202194	126.402125758492	108.151922959819	96.8663916210141	138.371263765411	109.797200512975	109.11957540465	75.3195202037889
PA14_RS07120	18.0301271746306	7.3801149210833	10.2488210074453	7.93775581356471	12.3988981274898	5.05004612282523	10.1546543827029	3.08828986994294	30.1278080815155
PA14_RS07125	5.15146490703731	4.92007661405553	5.12441050372266	9.92219476695589	8.52424246264924	2.02001844913009	3.17332949459465	5.14714978323823	5.64896401528417
PA14_RS07130	68.2569100182444	64.7810087517312	70.8876786348301	72.432021798778	71.2936642330664	39.3903597580368	72.9865783756769	73.0895269219829	75.3195202037889
PA14_RS07135	43.7874517098172	24.6003830702777	23.9139156840391	39.6887790678235	31.7721764516926	31.3102859615164	67.9092511843255	64.8540872688017	75.3195202037889
PA14_RS07140	1.28786622675933	9.02014045910181	5.12441050372266	11.9066337203471	9.29917359561736	12.1201106947805	11.4239861805407	20.5885991329529	1.88298800509472
PA14_RS07145	19.3179934013899	23.7803703012684	6.83254733829688	13.8910726737382	17.8234160582666	21.210193715866	8.88532258486502	15.4414493497147	0
PA14_RS07150	16.7422609478713	28.7004469153239	17.9354367630293	27.7821453474765	24.0228651220115	16.1601475930407	18.405311068649	25.7357489161911	13.1809160356631
PA14_RS07155	34.7723881225019	11.4801787661296	25.6220525186133	24.8054869173897	18.5983471912347	11.1101014702155	26.0213018556761	38.0889083959629	41.4257361120839
PA14_RS07160	14.1665284943526	8.20012769009256	2.56220525186133	3.96887790678235	6.1994490637449	3.03002767369514	7.61599078702716	6.17657973988588	1.88298800509472
PA14_RS07165	9.0150635873153	1.64002553801851	11.1028894247324	4.96109738347794	3.09972453187245	6.06005534739027	2.53866359567572	7.20600969653352	0
PA14_RS07170	1.28786622675933	0	0.854068417287109	0	2.32479339890434	0	2.53866359567572	2.05885991329529	0
PA14_RS07175	14.1665284943526	4.92007661405553	9.3947525901582	27.7821453474765	14.7236915263941	6.06005534739027	20.3093087654058	14.412019393067	3.76597601018944
PA14_RS07180	0	0	0	1.98443895339118	2.32479339890434	0	6.3466589891893	0	0
PA14_RS07185	10.3029298140746	7.3801149210833	2.56220525186133	4.96109738347794	7.74931132968113	17.1701568176058	12.0586520794597	5.14714978323823	11.2979280305683
PA14_RS07190	61.8175788844477	57.4008938306479	68.3254733829688	29.7665843008677	58.8947661055766	49.4904520036872	57.7545968016226	71.0306670086876	56.4896401528417
PA14_RS07195	1.28786622675933	3.28005107603702	5.97847892100977	5.95331686017353	4.64958679780868	8.08007379652036	5.07732719135144	9.26486960982881	0
PA14_RS07200	41.2117192562985	42.6406639884813	42.7034208643555	35.7199011610412	46.4958679780868	56.5605165756425	54.581267307028	54.5597877023252	71.5535441935994
PA14_RS07205	1135.89801200173	1198.03865552252	1306.72467844928	1124.1846670961	1227.49091462149	1080.7098702846	1099.87600282651	1353.70039299165	1252.18702338799
PA14_RS07210	248.55818176455	229.603575322592	184.478778134016	159.74733574799	169.709918120017	191.901752667359	158.031808830814	144.12019393067	116.745256315873
PA14_RS07215	703.174959810593	539.56840200809	592.723481597254	395.89557120154	352.593665500491	355.523247046896	462.036774412981	388.095093656163	399.193457080081
PA14_RS07220	341.284550091222	346.865401290915	337.357024828408	417.724399688843	362.667770229077	356.533256271461	410.628836600548	309.858416950941	374.71461301385
PA14_RS07225	213.785793642048	179.582796413027	195.581667558748	206.381651152682	199.932232305773	220.18201095518	287.503652210275	221.327440679244	301.278080815155
PA14_RS07230	227.952322136401	214.843345480425	184.478778134016	220.272723826421	190.633058710156	182.811669646273	244.981036982707	231.62174024572	227.841548616461
PA14_RS07235	88.8627696463936	109.88171104724	118.715510002908	78.3853386589515	79.8179066957156	124.231134621501	104.719873321623	101.913565708117	116.745256315873
PA14_RS07245	27.0451907619459	42.6406639884813	40.1412156124941	39.6887790678235	37.9716255154375	34.3403136352115	29.1946313502708	47.3537780057917	30.1278080815155
PA14_RS07250	64.3933113379664	93.4814556670551	94.8015943188691	76.4008997055603	81.3677689616519	83.8307656388988	81.237235061623	94.7075560115834	114.862268310778
PA14_RS07255	19.3179934013899	27.8804341463147	52.9522418718008	40.6809985445191	41.8462811802781	52.5204796773824	36.8106221372979	56.6186476156205	37.6597601018944
PA14_RS07260	135.225953809729	117.261825968324	122.985852089344	85.3308749958206	108.490358615536	115.141051600415	100.277212029191	126.61988466766	112.979280305683
PA14_RS07265	189.316335333621	191.882987948166	175.084025543857	197.451675862422	185.983471912347	156.551429807582	229.749055408653	236.768890028959	199.59672854004
PA14_RS07270	43.7874517098172	16.4002553801851	24.7679841013262	76.4008997055603	41.8462811802781	41.4103782071669	63.466589891893	53.5303577456776	52.7236641426522
PA14_RS07275	21.8937258549086	27.8804341463147	27.3301893531875	38.696559591128	23.2479339890434	35.3503228597766	28.5599654513518	58.6775075289158	18.8298800509472
PA14_RS07280	2.57573245351866	15.5802426111759	7.68661575558399	15.8755116271294	12.3988981274898	15.1501383684757	7.61599078702716	3.08828986994294	3.76597601018944
PA14_RS07285	6.43933113379664	4.10006384504628	1.70813683457422	0.992219476695589	0	2.02001844913009	3.80799539351358	0	5.64896401528417
PA14_RS07290	75.9841073788004	45.9207150645183	36.7249419433457	46.6343154046927	44.9460057121506	54.5404981265124	33.0026267437844	62.7952273555064	47.074700127368
PA14_RS07295	50.2267828436138	39.3606129124443	66.6173365483945	37.7043401144324	31.7721764516926	53.5304889019474	49.5039401156765	72.0600969653352	75.3195202037889
PA14_RS07300	28.3330569887052	13.1202043041481	34.1627366914844	21.8288284873029	25.5727273879477	20.2001844913009	36.8106221372979	21.6180290896006	41.4257361120839
PA14_RS07305	18.0301271746306	10.6601659971203	8.54068417287109	5.95331686017353	12.3988981274898	7.07006457195532	13.9626497762165	7.20600969653352	13.1809160356631
PA14_RS07310	0	0.820012769009256	0	5.95331686017353	0.774931132968113	0	1.90399769675679	0	0
PA14_RS07315	42.4995854830578	33.6205235293795	32.4545998569102	23.8132674406941	24.0228651220115	41.4103782071669	26.6559677545951	25.7357489161911	22.5958560611367
PA14_RS07320	61.8175788844477	67.241047058759	61.4929260446719	76.4008997055603	68.193939701194	45.450415105427	71.7172465778391	98.825275838174	92.2664122496414
PA14_RS07325	77.2719736055597	87.7413662839903	67.4714049656816	64.4942659852133	38.7465566484057	32.3202951860815	28.5599654513518	40.1477683092582	45.1917121222733
PA14_RS07330	19.3179934013899	31.980497991361	21.3517104321777	8.9299752902603	11.6239669945217	7.07006457195532	5.07732719135144	4.11771982659058	11.2979280305683
PA14_RS07335	47.6510503900951	64.7810087517312	53.8063102890879	32.7432427309544	27.8975207868521	32.3202951860815	24.7519700578383	23.6768890028959	30.1278080815155
PA14_RS07340	150.680348530841	132.842068579499	105.050415326314	54.5720712182574	61.994490637449	62.6205719230328	41.2532834297304	31.912328656077	32.0107960866103
PA14_RS07345	7.72719736055597	10.6601659971203	8.54068417287109	3.96887790678235	4.64958679780868	2.02001844913009	6.98132488810823	1.02942995664765	1.88298800509472
PA14_RS07350	16.7422609478713	19.6803064562221	12.8110262593066	9.92219476695589	0.774931132968113	0	0.63466589891893	2.05885991329529	7.53195202037889
PA14_RS07355	140.377418716767	148.422311190675	158.856725615402	76.4008997055603	46.4958679780868	58.5805350247726	50.7732719135144	90.5898361849928	35.7767720967997
PA14_RS07360	50.2267828436138	63.1409832137127	43.5574892816426	32.7432427309544	49.5955925099592	34.3403136352115	22.8479723610815	15.4414493497147	22.5958560611367
PA14_RS07365	175.149806839269	201.723141176277	205.830488566193	70.4475828453868	68.193939701194	68.6806272704231	75.5252419713527	71.0306670086876	90.3834242445466
PA14_RS07370	81.1355722858377	76.2611875178608	93.947525901582	52.5876322648662	38.7465566484057	60.6005534739027	44.4266129243251	57.6480775722682	52.7236641426522
PA14_RS07375	95.3021007801903	121.36188981337	133.234673096789	102.198606099646	88.3421491583649	51.5104704528173	66.0052534875687	64.8540872688017	80.968484219073
PA14_RS07380	18.0301271746306	15.5802426111759	11.9569578420195	27.7821453474765	17.8234160582666	13.1301199193456	20.9439746643247	21.6180290896006	5.64896401528417
PA14_RS07385	2.57573245351866	4.92007661405553	2.56220525186133	4.96109738347794	2.32479339890434	0	2.53866359567572	6.17657973988588	5.64896401528417
PA14_RS07390	3.86359868027798	0	0	6.94553633686912	0.774931132968113	0	0.63466589891893	3.08828986994294	0
PA14_RS07395	15.4543947211119	17.2202681491944	13.6650946765938	7.93775581356471	9.29917359561736	1.01000922456505	5.07732719135144	9.26486960982881	11.2979280305683
PA14_RS07400	7.72719736055597	0	2.56220525186133	3.96887790678235	3.87465566484057	3.03002767369514	1.26933179783786	3.08828986994294	13.1809160356631
PA14_RS07405	3.86359868027798	2.46003830702777	2.56220525186133	3.96887790678235	0	1.01000922456505	0.63466589891893	1.02942995664765	1.88298800509472
PA14_RS07410	6.43933113379664	2.46003830702777	5.12441050372266	0.992219476695589	2.32479339890434	0	1.90399769675679	1.02942995664765	9.41494002547361
PA14_RS07415	2.57573245351866	0	2.56220525186133	0	2.32479339890434	0	2.53866359567572	7.20600969653352	0
PA14_RS07420	0	0.820012769009256	0	0	0	0	0	2.05885991329529	0
PA14_RS07425	1.28786622675933	0.820012769009256	5.12441050372266	7.93775581356471	3.87465566484057	0	5.07732719135144	4.11771982659058	0
PA14_RS07430	12.8786622675933	7.3801149210833	10.2488210074453	8.9299752902603	6.1994490637449	10.1000922456505	4.44266129243251	1.02942995664765	3.76597601018944
PA14_RS07435	6.43933113379664	15.5802426111759	23.9139156840391	8.9299752902603	11.6239669945217	5.05004612282523	13.9626497762165	18.5297392196576	11.2979280305683
PA14_RS07440	155.831813437879	155.802426111759	175.938093961145	159.74733574799	210.006337034359	206.041881811269	187.226440181084	152.355633583852	124.277208336252
PA14_RS07445	305.224295741961	277.984328694138	320.275656482666	254.008186034071	268.901103139935	297.952721246688	239.903709791356	230.592310289073	286.214176774398
PA14_RS07450	109.468629274543	135.302106886527	117.007373168334	118.074117726775	132.513223737547	105.040959354765	108.527868715137	122.50216484107	116.745256315873
PA14_RS07455	36.0602543492612	42.6406639884813	43.5574892816426	79.3775581356471	98.4162538869504	82.8207564143337	103.450541523786	96.7664159248787	69.6705561885047
PA14_RS07460	144.241017397045	117.261825968324	135.79687834865	141.887385167469	155.761157726591	128.271171519761	169.455795011354	132.796464407546	222.192584601177
PA14_RS07465	19.3179934013899	15.5802426111759	14.5191630938809	11.9066337203471	7.74931132968113	5.05004612282523	15.8666474729732	8.23543965318117	16.9468920458525
PA14_RS07470	673.554036595129	578.109002151525	454.364397996742	840.409896761164	943.866119955162	696.906364949881	931.05487371407	853.397434060898	869.940458353761
PA14_RS07475	103.029298140746	159.082477187796	128.110262593066	95.2530697627765	113.139945413345	133.321217642586	151.050483942705	164.708793063623	103.56434028021
PA14_RS07480	2627.24710258903	1921.28991778869	1923.36207573057	2718.68136614591	2987.35951759208	2912.86660364559	3095.90025492654	3330.20590975513	3784.80589024039
PA14_RS07485	34.7723881225019	65.6010215207404	35.8708735260586	46.6343154046927	59.6696972385447	55.5505073510775	63.466589891893	36.0300484826676	58.3726281579364
PA14_RS07490	668.402571688091	706.030994116969	742.185454622498	1115.25469180584	1189.51928910605	1351.39234246803	1695.82728191138	1603.85187245703	1745.52988072281
PA14_RS07495	211.21006118853	182.042834720055	202.414214897045	171.653969468337	206.906612502486	189.881734218229	229.749055408653	233.680600159016	192.064776519662
PA14_RS07500	164.846877025194	203.363166714295	224.61999374651	265.914819754418	254.177411613541	230.28210320083	338.27692412379	379.859654002981	357.767720967997
PA14_RS07505	118.483692861858	106.601659971203	163.981136119125	154.786238364512	102.290909551791	82.8207564143337	147.877154448111	168.826512890214	126.160196341346
PA14_RS07510	498.40422975586	433.786754805896	406.536566628664	464.358715093536	471.933059977581	441.374031134925	572.468640824875	671.188331734265	628.917993701637
PA14_RS07515	182.877004199825	200.083115638258	121.27771525477	231.187138070072	258.052067278382	307.042804267774	316.063617661627	288.240387861341	335.17186490686
PA14_RS07520	6.43933113379664	13.1202043041481	4.27034208643555	4.96109738347794	20.1482094571709	9.09008302108541	13.3279838772975	7.20600969653352	24.4788440662314
PA14_RS07525	10.3029298140746	18.0402809182036	11.9569578420195	12.8988531970427	15.4986226593623	13.1301199193456	16.5013133718922	23.6768890028959	48.9576881324628
PA14_RS07530	6.43933113379664	8.20012769009256	1.70813683457422	0.992219476695589	10.0741047285855	12.1201106947805	3.17332949459465	8.23543965318117	1.88298800509472
PA14_RS31215	0	2.46003830702777	0	3.96887790678235	0.774931132968113	0	1.26933179783786	1.02942995664765	0
PA14_RS07535	11.590796040834	0.820012769009256	9.3947525901582	9.92219476695589	1.54986226593623	3.03002767369514	5.07732719135144	1.02942995664765	0
PA14_RS31370	5.15146490703731	4.10006384504628	13.6650946765938	2.97665843008677	4.64958679780868	2.02001844913009	2.53866359567572	8.23543965318117	0
PA14_RS07540	1.28786622675933	12.3001915351388	9.3947525901582	5.95331686017353	10.0741047285855	8.08007379652036	2.53866359567572	8.23543965318117	15.0639040407578
PA14_RS07545	1.28786622675933	1.64002553801851	4.27034208643555	0.992219476695589	0.774931132968113	2.02001844913009	1.26933179783786	7.20600969653352	9.41494002547361
PA14_RS07550	6.43933113379664	8.20012769009256	13.6650946765938	7.93775581356471	10.0741047285855	9.09008302108541	5.07732719135144	14.412019393067	20.7128680560419
PA14_RS07555	5.15146490703731	5.74008938306479	4.27034208643555	6.94553633686912	11.6239669945217	1.01000922456505	2.53866359567572	5.14714978323823	0
PA14_RS07560	18.0301271746306	16.4002553801851	8.54068417287109	23.8132674406941	30.2223141857564	15.1501383684757	12.6933179783786	15.4414493497147	33.893784091705
PA14_RS07565	668.402571688091	625.669742754062	305.756493388785	439.553228176146	446.360332589633	396.933625254063	260.213018556761	247.063189595435	305.044056825345
PA14_RS07570	92.7263683266716	63.1409832137127	85.4068417287109	67.4709244153	42.6212123132462	56.5605165756425	38.0799539351358	38.0889083959629	43.3087241171786
PA14_RS07575	33.4845218957425	28.7004469153239	34.1627366914844	23.8132674406941	14.7236915263941	20.2001844913009	17.77064516973	24.7063189595435	16.9468920458525
PA14_RS07580	25.7573245351866	36.0805618364072	12.8110262593066	17.8599505805206	21.6980717231072	18.1801660421708	8.25065668594609	12.3531594797718	15.0639040407578
PA14_RS07585	38.6359868027798	30.3404724533425	29.8923946050488	24.8054869173897	34.8719009835651	21.210193715866	41.8879493286494	25.7357489161911	28.2448200764208
PA14_RS07590	96.5899670069496	79.5412385938978	112.737031081898	80.3697776123427	86.0173557594606	81.8107471897687	84.4105645562177	85.4426864017546	60.2556161630311
PA14_RS07595	14.1665284943526	17.2202681491944	17.0813683457422	24.8054869173897	17.8234160582666	18.1801660421708	20.9439746643247	19.5591691763053	16.9468920458525
PA14_RS07600	70.832642471763	62.3209704447034	72.5958154694043	65.4864854619089	83.6925623605562	67.670618045858	90.757223545407	97.7958458815264	148.756052402483
PA14_RS07605	72.1205086985224	67.241047058759	67.4714049656816	48.6187543580838	89.117080291333	59.5905442493377	53.946601408109	72.0600969653352	69.6705561885047
PA14_RS07610	65.6811775647257	90.2014045910181	116.153304751047	85.3308749958206	96.8663916210141	123.221125396936	112.335864108651	122.50216484107	86.6174482343572
PA14_RS07615	30.9087894422239	25.4203958392869	32.4545998569102	32.7432427309544	27.122589653884	51.5104704528173	48.2346083178387	35.00061852602	16.9468920458525
PA14_RS07620	24.4694583084272	43.4606767574905	13.6650946765938	48.6187543580838	30.9972453187245	20.2001844913009	49.5039401156765	26.7651788728388	30.1278080815155
PA14_RS07625	162.271144571675	158.262464418786	128.964331010354	180.583944758597	189.08319644422	117.161070049545	188.495771978922	226.474590462482	175.117884473809
PA14_RS07630	188.028469106862	163.182541032842	111.882962664611	228.210479639985	214.655923832167	214.12195560779	229.749055408653	252.210339378673	289.980152784587
PA14_RS07635	686.432698862722	683.07063658471	681.546596995113	748.133485428474	781.130582031858	800.937315080081	1011.65744287677	1103.54891352628	1050.70730684285
PA14_RS07640	167.422609478713	145.962272883648	165.689272953699	186.537261618771	175.134436050794	208.061900260399	241.807707488112	214.12143098271	220.309596596082
PA14_RS07645	423.707988603819	428.866678191841	399.704019290367	461.382056663449	478.132509041326	532.274861345779	506.463387337306	477.655499884508	568.662377538606
PA14_RS07650	431.435185964375	337.845260831813	339.065161662982	283.774770334938	273.550689937744	342.39312712755	259.578352657842	237.798319985606	220.309596596082
PA14_RS07655	158.407545891397	109.061698278231	126.402125758492	69.4553633686912	73.6184576319707	77.7707102915085	64.1012557908119	94.7075560115834	48.9576881324628
PA14_RS07660	1323.92648110859	1053.71640817689	1030.86057966554	618.152733981352	685.81405267678	742.356780055308	691.785829821634	732.954129133124	598.790185620122
PA14_RS07665	1311.047818841	1432.56230745917	1254.62650499476	988.250598788806	974.088434140918	1091.81997175481	945.652189389206	1104.57834348292	1033.760414797
PA14_RS07670	240.830984403994	187.78292410312	154.586383528967	144.864043597556	141.812397333165	106.05096857933	120.586520794597	140.00247410408	126.160196341346
PA14_RS07675	51.5146490703731	77.08120028687	65.7632681311074	70.4475828453868	72.0685953660345	64.6405903721629	57.1199309027037	31.912328656077	35.7767720967997
PA14_RS07680	23.1815920816679	59.8609321376757	65.7632681311074	35.7199011610412	34.8719009835651	44.440405880862	55.8505991048658	45.2949180924964	41.4257361120839
PA14_RS07685	118.483692861858	141.862209038601	152.878246694393	185.545042142075	163.510469056272	168.671540502363	193.573099170274	220.298010722596	239.13947664703
PA14_RS07690	167.422609478713	167.282604877888	228.890335832945	133.949629353904	151.111570928782	176.751614298883	166.28246551676	188.385682066519	154.405016417767
PA14_RS07695	48.9389166168545	63.9609959827219	34.1627366914844	25.7977063940853	48.045730244023	46.4604243299921	22.8479723610815	46.3243480491441	28.2448200764208
PA14_RS07700	30.9087894422239	27.8804341463147	52.0981734545137	32.7432427309544	30.2223141857564	47.4704335545571	41.2532834297304	30.8828986994294	37.6597601018944
PA14_RS07705	113.332227954821	125.461953658416	142.629425686947	80.3697776123427	112.365014280376	97.9708947828094	94.5652189389206	124.561024754365	114.862268310778
PA14_RS07710	7.72719736055597	15.5802426111759	12.8110262593066	0.992219476695589	1.54986226593623	6.06005534739027	2.53866359567572	14.412019393067	3.76597601018944
PA14_RS07715	197.043532694177	142.68222180761	199.852009645184	186.537261618771	218.530579497008	218.16199250605	250.693030072977	287.210957904693	193.947764524756
PA14_RS07720	74.696241152041	62.3209704447034	64.0551312965332	77.3931191822559	68.9688708341621	80.8007379652036	121.855852592435	84.413256445107	90.3834242445466
PA14_RS07725	16.7422609478713	24.6003830702777	16.2272999284551	33.73546220765	13.948760393426	20.2001844913009	20.3093087654058	20.5885991329529	15.0639040407578
PA14_RS07730	70.832642471763	90.2014045910181	52.9522418718008	61.5176075551265	51.9203859088636	66.660608821293	72.351912476758	50.4420678757347	58.3726281579364
PA14_RS07735	50.2267828436138	58.2209065996571	64.9091997138203	74.4164607521691	43.3961434462143	59.5905442493377	56.4852650037848	45.2949180924964	105.447328285304
PA14_RS07740	51.5146490703731	64.7810087517312	63.2010628792461	25.7977063940853	35.6468321165332	32.3202951860815	29.1946313502708	38.0889083959629	50.8406761375575
PA14_RS07745	29.6209232154645	45.1007022955091	46.1196945335039	17.8599505805206	14.7236915263941	16.1601475930407	19.6746428664868	23.6768890028959	20.7128680560419
PA14_RS07750	37.3481205760205	52.4808172165924	63.2010628792461	51.5954127881706	55.7950415737041	38.3803505334717	68.5439170832444	71.0306670086876	32.0107960866103
PA14_RS07755	169.998341932231	130.382030272472	183.624709716729	80.3697776123427	86.0173557594606	118.17107927411	121.855852592435	144.12019393067	167.58593245343
PA14_RS07760	68.2569100182444	56.5808810616386	69.1795418002559	71.4398023220824	65.0942151693215	87.8708025371589	96.4692166356774	74.1189568786305	80.968484219073
PA14_RS07765	87.5749034196343	48.3807533715461	71.7417470521172	58.5409491250397	81.3677689616519	45.450415105427	96.4692166356774	72.0600969653352	141.224100382104
PA14_RS30210	0	0	3.41627366914844	0	0	0	0.63466589891893	0	0
PA14_RS07770	99.1656994604683	97.5815195121014	99.0719364053047	102.198606099646	87.5672180253968	115.141051600415	130.106509278381	80.2955366185164	82.8514722241678
PA14_RS07775	24.4694583084272	27.0604213773054	43.5574892816426	24.8054869173897	40.2964189143419	33.3303044106465	29.1946313502708	39.1183383526105	39.5427481069892
PA14_RS07780	41.2117192562985	47.5607406025368	58.9307207928106	40.6809985445191	46.4958679780868	49.4904520036872	55.8505991048658	30.8828986994294	37.6597601018944
PA14_RS07785	446.889580685487	456.747112338155	512.441050372266	395.89557120154	523.853445886444	423.193865092754	613.087258355686	606.334244465463	587.492257589553
PA14_RS07790	16.7422609478713	13.1202043041481	15.373231511168	7.93775581356471	15.4986226593623	12.1201106947805	8.88532258486502	1.02942995664765	5.64896401528417
PA14_RS07795	39.9238530295392	40.1806256814535	19.6435735976035	24.8054869173897	24.0228651220115	15.1501383684757	24.1173041589193	35.00061852602	26.3618320713261
PA14_RS07800	0	6.56010215207404	7.68661575558399	1.98443895339118	0.774931132968113	3.03002767369514	0	5.14714978323823	0
PA14_RS07805	0	0.820012769009256	10.2488210074453	4.96109738347794	2.32479339890434	5.05004612282523	3.17332949459465	5.14714978323823	16.9468920458525
PA14_RS07810	0	1.64002553801851	0.854068417287109	0.992219476695589	0	0	0	2.05885991329529	0
PA14_RS07815	7.72719736055597	2.46003830702777	5.12441050372266	3.96887790678235	13.1738292604579	8.08007379652036	9.51998848378395	7.20600969653352	22.5958560611367
PA14_RS07820	0	2.46003830702777	3.41627366914844	8.9299752902603	10.0741047285855	9.09008302108541	3.80799539351358	5.14714978323823	18.8298800509472
PA14_RS07825	0	0.820012769009256	0	2.97665843008677	2.32479339890434	1.01000922456505	0	1.02942995664765	0
PA14_RS07830	2.57573245351866	0	0.854068417287109	1.98443895339118	2.32479339890434	0	2.53866359567572	0	0
PA14_RS07835	0	0.820012769009256	0	1.98443895339118	0	1.01000922456505	1.90399769675679	0	0
PA14_RS07840	0	3.28005107603702	1.70813683457422	2.97665843008677	0	0	3.80799539351358	1.02942995664765	0
PA14_RS07845	370.905473306686	289.464507460267	288.675125043043	242.101552313724	325.471075846608	279.772555204518	281.791659120005	296.475827514522	306.92704483044
PA14_RS07850	99.1656994604683	107.421672740212	115.29923633376	93.2686308093853	110.81515201444	118.17107927411	111.701198209732	123.531594797718	99.7983642700202
PA14_RS07855	92.7263683266716	84.4613152079533	69.1795418002559	75.4086802288647	79.8179066957156	77.7707102915085	69.1785829821634	87.5015463150499	37.6597601018944
PA14_RS07860	56.6661139774104	28.7004469153239	55.5144471236621	61.5176075551265	31.7721764516926	39.3903597580368	27.9252995524329	40.1477683092582	56.4896401528417
PA14_RS07865	101.741431913987	113.161762123277	130.672467844928	53.5798517415618	61.994490637449	99.9909132319395	111.066532310813	84.413256445107	99.7983642700202
PA14_RS07870	21.8937258549086	38.540600143435	46.1196945335039	20.8366090106074	19.3732783242028	29.2902675123863	46.9652765200008	66.912947182097	37.6597601018944
PA14_RS07875	32.1966556689832	27.0604213773054	52.0981734545137	57.5487296483441	51.1454547758955	43.4303966562969	73.6212442745959	66.912947182097	128.043184346441
PA14_RS07880	23.1815920816679	28.7004469153239	14.5191630938809	22.8210479639985	24.0228651220115	22.220202940431	43.7919470254062	25.7357489161911	32.0107960866103
PA14_RS07885	12.8786622675933	18.8602936872129	23.9139156840391	12.8988531970427	27.8975207868521	32.3202951860815	26.0213018556761	53.5303577456776	26.3618320713261
PA14_RS07890	15.4543947211119	16.4002553801851	31.6005314396231	49.6109738347794	67.4190085682258	73.7306733932483	55.8505991048658	64.8540872688017	86.6174482343572
PA14_RS07895	5.15146490703731	13.1202043041481	16.2272999284551	15.8755116271294	20.9231405901391	30.3002767369514	25.3866359567572	15.4414493497147	13.1809160356631
PA14_RS07900	7.72719736055597	9.84015322811107	2.56220525186133	1.98443895339118	2.32479339890434	4.04003689826018	7.61599078702716	10.2942995664765	18.8298800509472
PA14_RS07905	5.15146490703731	1.64002553801851	4.27034208643555	0.992219476695589	4.64958679780868	11.1101014702155	10.1546543827029	12.3531594797718	0
PA14_RS07910	19.3179934013899	28.7004469153239	17.0813683457422	13.8910726737382	21.6980717231072	8.08007379652036	28.5599654513518	21.6180290896006	15.0639040407578
PA14_RS07915	20.6058596281493	46.7407278335276	41.8493524470684	43.6576569746059	19.3732783242028	29.2902675123863	39.3492857329737	40.1477683092582	9.41494002547361
PA14_RS07920	1.28786622675933	7.3801149210833	4.27034208643555	7.93775581356471	7.74931132968113	4.04003689826018	7.61599078702716	6.17657973988588	9.41494002547361
PA14_RS07925	29.6209232154645	29.5204596843332	32.4545998569102	32.7432427309544	14.7236915263941	20.2001844913009	19.6746428664868	17.50030926301	26.3618320713261
PA14_RS07930	57.9539802041698	54.1208427546109	63.2010628792461	35.7199011610412	42.6212123132462	47.4704335545571	41.2532834297304	40.1477683092582	62.1386041681258
PA14_RS07935	3.86359868027798	2.46003830702777	4.27034208643555	7.93775581356471	6.1994490637449	7.07006457195532	3.80799539351358	2.05885991329529	3.76597601018944
PA14_RS07940	6.43933113379664	0.820012769009256	7.68661575558399	6.94553633686912	3.09972453187245	2.02001844913009	4.44266129243251	8.23543965318117	3.76597601018944
PA14_RS07945	18.0301271746306	4.10006384504628	3.41627366914844	5.95331686017353	8.52424246264924	5.05004612282523	3.80799539351358	1.02942995664765	16.9468920458525
PA14_RS07950	45.0753179365765	37.7205873744258	38.4330787779199	47.6265348813883	37.1966943824694	37.3703413089067	45.061278823244	46.3243480491441	26.3618320713261
PA14_RS07955	28.3330569887052	20.5003192252314	24.7679841013262	30.7588037775632	30.2223141857564	32.3202951860815	43.1572811264872	36.0300484826676	32.0107960866103
